"tick","Marist_KEVs","CVSS_KEVs","EPSS_KEVs","FIFO_KEVs","LIFO_KEVs","Random_KEVs"
138.0,50.0,50.0,26.0,64.0,63.0,56.0
139.0,50.0,50.0,26.0,64.0,63.0,56.0
140.0,50.0,50.0,26.0,64.0,63.0,56.0
141.0,50.0,50.0,26.0,64.0,63.0,56.0
142.0,50.0,50.0,26.0,64.0,63.0,56.0
143.0,50.0,50.0,26.0,64.0,63.0,56.0
144.0,50.0,50.0,26.0,64.0,62.0,56.0
145.0,50.0,49.0,25.0,64.0,62.0,56.0
146.0,50.0,49.0,25.0,64.0,62.0,56.0
147.0,50.0,49.0,24.0,64.0,62.0,56.0
148.0,50.0,49.0,24.0,64.0,62.0,56.0
149.0,49.0,49.0,24.0,64.0,62.0,56.0
150.0,49.0,49.0,24.0,64.0,62.0,56.0
151.0,49.0,49.0,24.0,64.0,62.0,56.0
152.0,49.0,49.0,24.0,64.0,62.0,56.0
153.0,49.0,49.0,24.0,64.0,62.0,56.0
154.0,49.0,49.0,24.0,64.0,62.0,56.0
155.0,49.0,49.0,24.0,64.0,62.0,56.0
156.0,49.0,48.0,24.0,64.0,62.0,56.0
157.0,49.0,48.0,24.0,64.0,61.0,56.0
158.0,48.0,48.0,24.0,64.0,61.0,56.0
159.0,47.0,48.0,24.0,64.0,61.0,55.0
160.0,47.0,48.0,24.0,64.0,61.0,55.0
161.0,47.0,48.0,24.0,64.0,61.0,55.0
162.0,47.0,48.0,24.0,64.0,61.0,55.0
163.0,47.0,48.0,24.0,64.0,61.0,55.0
164.0,47.0,47.0,24.0,64.0,60.0,55.0
165.0,46.0,47.0,24.0,64.0,60.0,55.0
166.0,46.0,47.0,24.0,64.0,60.0,55.0
167.0,46.0,47.0,24.0,64.0,60.0,55.0
168.0,46.0,47.0,24.0,63.0,60.0,55.0
169.0,46.0,47.0,24.0,63.0,60.0,55.0
170.0,46.0,47.0,24.0,63.0,60.0,55.0
171.0,46.0,47.0,24.0,63.0,60.0,55.0
172.0,46.0,47.0,24.0,63.0,60.0,55.0
173.0,46.0,47.0,24.0,63.0,60.0,55.0
174.0,45.0,47.0,24.0,63.0,60.0,55.0
175.0,45.0,47.0,24.0,63.0,60.0,55.0
176.0,45.0,47.0,24.0,63.0,60.0,55.0
177.0,45.0,47.0,24.0,63.0,60.0,55.0
178.0,45.0,47.0,24.0,63.0,60.0,55.0
179.0,45.0,47.0,24.0,63.0,60.0,55.0
180.0,45.0,46.0,24.0,63.0,60.0,55.0
181.0,45.0,46.0,24.0,62.0,60.0,55.0
182.0,45.0,46.0,24.0,62.0,60.0,55.0
183.0,45.0,46.0,24.0,62.0,60.0,55.0
184.0,44.0,46.0,24.0,62.0,60.0,55.0
185.0,44.0,45.0,24.0,62.0,60.0,55.0
186.0,44.0,44.0,24.0,62.0,60.0,55.0
187.0,44.0,44.0,24.0,62.0,60.0,55.0
188.0,44.0,44.0,24.0,62.0,60.0,54.0
189.0,44.0,44.0,24.0,62.0,60.0,54.0
190.0,44.0,44.0,23.0,62.0,60.0,53.0
191.0,44.0,44.0,23.0,62.0,60.0,53.0
192.0,44.0,44.0,23.0,62.0,60.0,53.0
193.0,44.0,44.0,22.0,62.0,60.0,53.0
194.0,44.0,44.0,22.0,62.0,60.0,53.0
195.0,44.0,44.0,22.0,62.0,60.0,53.0
196.0,44.0,44.0,21.0,62.0,60.0,53.0
197.0,44.0,43.0,20.0,61.0,60.0,53.0
198.0,44.0,42.0,19.0,61.0,60.0,53.0
199.0,44.0,42.0,19.0,61.0,60.0,53.0
200.0,44.0,42.0,19.0,61.0,60.0,53.0
201.0,43.0,41.0,19.0,61.0,60.0,52.0
202.0,42.0,41.0,19.0,61.0,60.0,51.0
203.0,42.0,41.0,19.0,61.0,59.0,51.0
204.0,42.0,41.0,19.0,61.0,59.0,51.0
205.0,42.0,40.0,19.0,61.0,59.0,51.0
206.0,42.0,39.0,19.0,61.0,59.0,51.0
207.0,41.0,39.0,19.0,61.0,59.0,51.0
208.0,41.0,39.0,19.0,61.0,59.0,51.0
209.0,41.0,39.0,19.0,61.0,59.0,51.0
210.0,41.0,39.0,19.0,60.0,59.0,51.0
211.0,41.0,39.0,19.0,60.0,58.0,51.0
212.0,41.0,39.0,19.0,60.0,58.0,51.0
213.0,41.0,39.0,19.0,60.0,58.0,51.0
214.0,41.0,39.0,18.0,60.0,58.0,50.0
215.0,41.0,39.0,18.0,60.0,58.0,50.0
216.0,41.0,39.0,18.0,59.0,58.0,50.0
217.0,41.0,39.0,18.0,58.0,58.0,50.0
218.0,41.0,39.0,18.0,58.0,58.0,50.0
219.0,41.0,39.0,18.0,58.0,58.0,50.0
220.0,41.0,39.0,18.0,58.0,58.0,50.0
221.0,41.0,39.0,18.0,57.0,58.0,50.0
222.0,41.0,39.0,18.0,57.0,58.0,50.0
223.0,41.0,39.0,18.0,57.0,58.0,50.0
224.0,41.0,39.0,18.0,57.0,58.0,50.0
225.0,41.0,39.0,18.0,57.0,58.0,50.0
226.0,41.0,39.0,18.0,57.0,58.0,50.0
227.0,41.0,39.0,18.0,57.0,58.0,50.0
228.0,41.0,39.0,18.0,57.0,58.0,50.0
229.0,40.0,39.0,18.0,57.0,58.0,50.0
230.0,40.0,39.0,18.0,57.0,58.0,50.0
231.0,40.0,39.0,18.0,57.0,58.0,50.0
232.0,39.0,38.0,18.0,57.0,58.0,50.0
233.0,39.0,38.0,18.0,57.0,58.0,50.0
234.0,39.0,38.0,18.0,57.0,58.0,50.0
235.0,39.0,38.0,18.0,57.0,58.0,50.0
236.0,39.0,38.0,18.0,57.0,58.0,50.0
237.0,39.0,38.0,18.0,57.0,58.0,50.0
238.0,39.0,38.0,18.0,57.0,58.0,50.0
239.0,39.0,38.0,18.0,57.0,58.0,50.0
240.0,39.0,38.0,17.0,57.0,58.0,49.0
241.0,39.0,38.0,17.0,57.0,58.0,49.0
242.0,39.0,38.0,17.0,56.0,58.0,49.0
243.0,38.0,38.0,17.0,56.0,58.0,49.0
244.0,38.0,38.0,17.0,56.0,58.0,49.0
245.0,38.0,38.0,17.0,56.0,58.0,49.0
246.0,38.0,37.0,17.0,56.0,58.0,49.0
247.0,37.0,37.0,17.0,56.0,57.0,49.0
248.0,37.0,37.0,17.0,56.0,57.0,49.0
249.0,37.0,37.0,17.0,56.0,56.0,49.0
250.0,37.0,36.0,17.0,55.0,56.0,49.0
251.0,37.0,35.0,17.0,54.0,56.0,49.0
252.0,37.0,35.0,17.0,54.0,56.0,49.0
253.0,37.0,35.0,17.0,54.0,55.0,49.0
254.0,37.0,35.0,17.0,54.0,54.0,49.0
255.0,37.0,35.0,17.0,53.0,54.0,49.0
256.0,37.0,35.0,17.0,53.0,54.0,49.0
257.0,36.0,35.0,17.0,52.0,54.0,49.0
258.0,35.0,35.0,17.0,52.0,54.0,48.0
259.0,35.0,35.0,17.0,52.0,54.0,48.0
260.0,35.0,35.0,17.0,52.0,54.0,48.0
261.0,35.0,35.0,17.0,52.0,54.0,48.0
262.0,35.0,35.0,17.0,52.0,54.0,48.0
263.0,35.0,35.0,17.0,52.0,54.0,48.0
264.0,35.0,35.0,17.0,52.0,54.0,48.0
265.0,35.0,35.0,17.0,52.0,54.0,48.0
266.0,35.0,35.0,17.0,52.0,54.0,48.0
267.0,35.0,35.0,17.0,52.0,54.0,48.0
268.0,35.0,35.0,17.0,52.0,54.0,48.0
269.0,35.0,35.0,17.0,52.0,54.0,48.0
270.0,35.0,35.0,17.0,52.0,54.0,48.0
271.0,35.0,35.0,17.0,52.0,54.0,48.0
272.0,35.0,35.0,17.0,52.0,54.0,48.0
273.0,35.0,35.0,17.0,52.0,54.0,48.0
274.0,35.0,35.0,17.0,51.0,54.0,48.0
275.0,35.0,35.0,17.0,51.0,54.0,48.0
276.0,35.0,35.0,17.0,51.0,54.0,48.0
277.0,35.0,35.0,17.0,51.0,54.0,48.0
278.0,35.0,35.0,17.0,50.0,54.0,48.0
279.0,35.0,35.0,16.0,50.0,54.0,48.0
280.0,35.0,35.0,16.0,50.0,54.0,48.0
281.0,35.0,35.0,15.0,50.0,54.0,48.0
282.0,34.0,35.0,15.0,50.0,54.0,48.0
283.0,34.0,35.0,15.0,50.0,54.0,48.0
284.0,34.0,35.0,15.0,50.0,54.0,48.0
285.0,34.0,34.0,15.0,49.0,54.0,48.0
286.0,34.0,34.0,15.0,49.0,54.0,48.0
287.0,34.0,34.0,15.0,49.0,54.0,48.0
288.0,34.0,34.0,15.0,49.0,54.0,48.0
289.0,34.0,34.0,15.0,49.0,54.0,48.0
290.0,34.0,34.0,15.0,49.0,54.0,48.0
291.0,34.0,34.0,15.0,48.0,53.0,48.0
292.0,34.0,34.0,15.0,48.0,53.0,48.0
293.0,34.0,34.0,15.0,48.0,53.0,48.0
294.0,34.0,34.0,15.0,48.0,53.0,47.0
295.0,34.0,34.0,15.0,48.0,53.0,47.0
296.0,34.0,34.0,15.0,48.0,53.0,47.0
297.0,33.0,34.0,15.0,48.0,52.0,47.0
298.0,33.0,34.0,15.0,48.0,52.0,46.0
299.0,33.0,34.0,15.0,48.0,52.0,46.0
300.0,33.0,34.0,15.0,48.0,52.0,46.0
301.0,33.0,33.0,15.0,48.0,52.0,46.0
302.0,33.0,33.0,15.0,48.0,52.0,46.0
303.0,33.0,33.0,15.0,48.0,52.0,46.0
304.0,33.0,33.0,15.0,48.0,52.0,46.0
305.0,33.0,33.0,15.0,48.0,52.0,46.0
306.0,33.0,33.0,15.0,48.0,52.0,46.0
307.0,33.0,32.0,15.0,48.0,52.0,46.0
308.0,33.0,32.0,15.0,48.0,52.0,46.0
309.0,32.0,32.0,15.0,48.0,52.0,46.0
310.0,32.0,32.0,15.0,48.0,52.0,46.0
311.0,32.0,32.0,15.0,48.0,52.0,46.0
312.0,32.0,32.0,15.0,48.0,52.0,46.0
313.0,32.0,32.0,14.0,48.0,52.0,46.0
314.0,32.0,32.0,14.0,48.0,52.0,46.0
315.0,32.0,32.0,14.0,48.0,52.0,46.0
316.0,32.0,32.0,14.0,48.0,52.0,45.0
317.0,32.0,31.0,14.0,48.0,52.0,45.0
318.0,32.0,31.0,14.0,48.0,51.0,45.0
319.0,32.0,31.0,14.0,48.0,51.0,45.0
320.0,32.0,31.0,14.0,48.0,51.0,45.0
321.0,32.0,31.0,14.0,48.0,51.0,45.0
322.0,32.0,31.0,14.0,48.0,51.0,45.0
323.0,32.0,31.0,14.0,48.0,50.0,45.0
324.0,32.0,30.0,14.0,48.0,50.0,45.0
325.0,32.0,30.0,14.0,48.0,50.0,45.0
326.0,32.0,30.0,14.0,48.0,49.0,45.0
327.0,32.0,30.0,14.0,47.0,49.0,45.0
328.0,32.0,30.0,14.0,47.0,49.0,45.0
329.0,32.0,29.0,14.0,47.0,49.0,45.0
330.0,32.0,28.0,14.0,47.0,49.0,45.0
331.0,32.0,28.0,14.0,47.0,49.0,45.0
332.0,31.0,27.0,14.0,47.0,49.0,45.0
333.0,31.0,26.0,14.0,47.0,49.0,45.0
334.0,30.0,26.0,14.0,47.0,48.0,45.0
335.0,30.0,25.0,14.0,47.0,48.0,45.0
336.0,30.0,24.0,14.0,47.0,48.0,45.0
337.0,29.0,24.0,14.0,47.0,48.0,45.0
338.0,29.0,24.0,14.0,47.0,48.0,45.0
339.0,29.0,24.0,14.0,47.0,48.0,44.0
340.0,29.0,24.0,14.0,47.0,48.0,44.0
341.0,29.0,24.0,14.0,46.0,48.0,44.0
342.0,29.0,24.0,14.0,46.0,48.0,44.0
343.0,29.0,23.0,14.0,46.0,48.0,44.0
344.0,29.0,23.0,14.0,46.0,48.0,44.0
345.0,29.0,23.0,14.0,46.0,48.0,44.0
346.0,29.0,23.0,14.0,46.0,48.0,44.0
347.0,29.0,22.0,14.0,46.0,48.0,44.0
348.0,28.0,22.0,14.0,46.0,48.0,43.0
349.0,27.0,22.0,14.0,46.0,48.0,43.0
350.0,27.0,21.0,14.0,46.0,48.0,43.0
351.0,26.0,21.0,14.0,46.0,48.0,43.0
352.0,25.0,21.0,14.0,46.0,48.0,43.0
353.0,25.0,20.0,14.0,46.0,48.0,43.0
354.0,25.0,20.0,14.0,46.0,48.0,43.0
355.0,25.0,20.0,14.0,46.0,48.0,43.0
356.0,25.0,20.0,14.0,46.0,48.0,43.0
357.0,25.0,19.0,14.0,46.0,48.0,43.0
358.0,25.0,18.0,14.0,46.0,48.0,43.0
359.0,25.0,18.0,14.0,46.0,48.0,43.0
360.0,25.0,18.0,14.0,46.0,48.0,43.0
361.0,24.0,17.0,14.0,46.0,48.0,43.0
362.0,24.0,16.0,14.0,46.0,48.0,43.0
363.0,24.0,16.0,14.0,46.0,48.0,43.0
364.0,24.0,16.0,13.0,46.0,48.0,42.0
365.0,24.0,16.0,13.0,46.0,48.0,41.0
366.0,24.0,16.0,13.0,46.0,48.0,41.0
367.0,24.0,16.0,13.0,46.0,48.0,41.0
368.0,24.0,16.0,13.0,46.0,48.0,41.0
369.0,24.0,16.0,13.0,45.0,48.0,41.0
370.0,24.0,16.0,13.0,45.0,48.0,41.0
371.0,24.0,16.0,13.0,45.0,48.0,40.0
372.0,24.0,16.0,13.0,45.0,48.0,40.0
373.0,23.0,16.0,13.0,45.0,48.0,40.0
374.0,22.0,16.0,13.0,45.0,48.0,40.0
375.0,22.0,16.0,13.0,45.0,48.0,40.0
376.0,21.0,16.0,13.0,45.0,48.0,40.0
377.0,20.0,16.0,13.0,45.0,48.0,40.0
378.0,20.0,16.0,13.0,45.0,48.0,40.0
379.0,19.0,15.0,13.0,45.0,48.0,40.0
380.0,19.0,15.0,13.0,45.0,48.0,40.0
381.0,19.0,15.0,13.0,45.0,48.0,40.0
382.0,18.0,15.0,13.0,45.0,48.0,40.0
383.0,17.0,14.0,13.0,45.0,48.0,40.0
384.0,16.0,14.0,13.0,45.0,48.0,40.0
385.0,16.0,14.0,13.0,45.0,48.0,40.0
386.0,16.0,14.0,13.0,45.0,48.0,40.0
387.0,16.0,14.0,13.0,45.0,48.0,40.0
388.0,15.0,14.0,13.0,45.0,47.0,40.0
389.0,14.0,13.0,13.0,45.0,47.0,40.0
390.0,14.0,13.0,13.0,45.0,47.0,40.0
391.0,14.0,13.0,13.0,45.0,47.0,40.0
392.0,14.0,13.0,13.0,45.0,47.0,40.0
393.0,14.0,13.0,13.0,45.0,47.0,40.0
394.0,14.0,13.0,13.0,44.0,47.0,40.0
395.0,14.0,13.0,13.0,44.0,47.0,40.0
396.0,14.0,13.0,13.0,44.0,46.0,40.0
397.0,14.0,13.0,12.0,44.0,46.0,40.0
398.0,13.0,12.0,12.0,44.0,46.0,40.0
399.0,12.0,12.0,12.0,43.0,46.0,40.0
400.0,12.0,12.0,12.0,43.0,46.0,40.0
401.0,12.0,12.0,12.0,43.0,46.0,40.0
402.0,12.0,12.0,12.0,42.0,46.0,40.0
403.0,12.0,12.0,12.0,42.0,46.0,40.0
404.0,12.0,12.0,12.0,42.0,46.0,40.0
405.0,12.0,12.0,12.0,41.0,46.0,40.0
406.0,12.0,12.0,12.0,41.0,46.0,40.0
407.0,12.0,12.0,12.0,41.0,46.0,40.0
408.0,12.0,12.0,12.0,41.0,46.0,40.0
409.0,12.0,12.0,12.0,41.0,46.0,40.0
410.0,12.0,12.0,11.0,40.0,46.0,39.0
411.0,12.0,12.0,11.0,40.0,46.0,39.0
412.0,12.0,12.0,11.0,40.0,46.0,39.0
413.0,12.0,12.0,10.0,40.0,46.0,39.0
414.0,12.0,12.0,10.0,40.0,45.0,39.0
415.0,12.0,12.0,10.0,40.0,45.0,39.0
416.0,12.0,12.0,10.0,40.0,45.0,39.0
417.0,11.0,12.0,10.0,39.0,45.0,39.0
418.0,11.0,12.0,9.0,39.0,45.0,39.0
419.0,11.0,12.0,8.0,39.0,45.0,39.0
420.0,11.0,12.0,8.0,39.0,45.0,39.0
421.0,11.0,12.0,8.0,39.0,45.0,39.0
422.0,11.0,12.0,8.0,39.0,45.0,39.0
423.0,11.0,12.0,8.0,38.0,45.0,39.0
424.0,11.0,12.0,8.0,38.0,45.0,39.0
425.0,11.0,12.0,8.0,38.0,45.0,39.0
426.0,11.0,12.0,8.0,38.0,45.0,39.0
427.0,11.0,12.0,8.0,38.0,45.0,39.0
428.0,11.0,12.0,8.0,38.0,45.0,38.0
429.0,11.0,12.0,8.0,38.0,45.0,38.0
430.0,11.0,12.0,8.0,38.0,45.0,38.0
431.0,11.0,12.0,8.0,38.0,45.0,38.0
432.0,11.0,12.0,8.0,38.0,45.0,38.0
433.0,11.0,12.0,8.0,38.0,45.0,38.0
434.0,11.0,12.0,8.0,38.0,45.0,38.0
435.0,11.0,12.0,8.0,38.0,45.0,38.0
436.0,11.0,12.0,8.0,37.0,45.0,38.0
437.0,11.0,12.0,8.0,36.0,45.0,38.0
438.0,11.0,12.0,8.0,36.0,45.0,38.0
439.0,11.0,12.0,8.0,36.0,45.0,38.0
440.0,11.0,12.0,8.0,36.0,45.0,38.0
441.0,11.0,12.0,8.0,36.0,45.0,38.0
442.0,11.0,12.0,8.0,36.0,45.0,38.0
443.0,11.0,12.0,8.0,35.0,45.0,38.0
444.0,11.0,12.0,8.0,35.0,45.0,38.0
445.0,11.0,12.0,8.0,35.0,45.0,38.0
446.0,11.0,12.0,8.0,35.0,45.0,38.0
447.0,11.0,12.0,8.0,35.0,45.0,38.0
448.0,11.0,12.0,8.0,35.0,45.0,38.0
449.0,11.0,12.0,8.0,35.0,45.0,38.0
450.0,11.0,12.0,8.0,35.0,45.0,38.0
451.0,11.0,12.0,8.0,35.0,45.0,38.0
452.0,11.0,12.0,8.0,35.0,45.0,38.0
453.0,11.0,12.0,8.0,35.0,45.0,38.0
454.0,11.0,12.0,8.0,35.0,45.0,38.0
455.0,11.0,12.0,8.0,35.0,45.0,38.0
456.0,11.0,12.0,8.0,35.0,45.0,38.0
457.0,10.0,12.0,8.0,35.0,45.0,38.0
458.0,9.0,12.0,8.0,35.0,45.0,38.0
459.0,9.0,12.0,8.0,35.0,45.0,38.0
460.0,9.0,12.0,8.0,35.0,45.0,38.0
461.0,9.0,12.0,8.0,35.0,45.0,38.0
462.0,9.0,12.0,8.0,35.0,45.0,38.0
463.0,9.0,12.0,8.0,35.0,45.0,38.0
464.0,9.0,12.0,8.0,35.0,45.0,38.0
465.0,9.0,12.0,8.0,35.0,45.0,38.0
466.0,9.0,12.0,8.0,35.0,45.0,38.0
467.0,9.0,12.0,8.0,35.0,45.0,38.0
468.0,9.0,12.0,8.0,35.0,45.0,38.0
469.0,9.0,12.0,8.0,35.0,45.0,38.0
470.0,9.0,12.0,8.0,34.0,44.0,38.0
471.0,9.0,12.0,8.0,34.0,44.0,38.0
472.0,9.0,12.0,8.0,34.0,44.0,37.0
473.0,9.0,12.0,8.0,34.0,44.0,37.0
474.0,9.0,12.0,8.0,34.0,44.0,37.0
475.0,9.0,12.0,8.0,34.0,44.0,37.0
476.0,9.0,12.0,8.0,34.0,44.0,37.0
477.0,9.0,12.0,8.0,34.0,44.0,37.0
478.0,9.0,12.0,8.0,33.0,44.0,37.0
479.0,9.0,12.0,8.0,33.0,44.0,36.0
480.0,9.0,12.0,8.0,33.0,44.0,36.0
481.0,9.0,12.0,8.0,33.0,44.0,36.0
482.0,9.0,12.0,8.0,33.0,44.0,36.0
483.0,9.0,12.0,8.0,32.0,44.0,36.0
484.0,9.0,12.0,8.0,32.0,44.0,36.0
485.0,9.0,12.0,8.0,32.0,44.0,36.0
486.0,8.0,12.0,8.0,32.0,44.0,36.0
487.0,8.0,12.0,8.0,32.0,44.0,36.0
488.0,8.0,12.0,8.0,31.0,44.0,36.0
489.0,8.0,12.0,8.0,31.0,44.0,36.0
490.0,8.0,12.0,8.0,31.0,44.0,36.0
491.0,8.0,12.0,8.0,31.0,44.0,36.0
492.0,8.0,12.0,8.0,30.0,44.0,36.0
